b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
440847	320000	347000	767000	284000	56600	224000	153000	137000	31500	833000	178000	100000	86300	234000	15900	28600	156000	455000	767000	237000	27300	189000	111000	15800	848000	298000	31600	25500	140000	22400	63300	166000	394000	709000	188000	98200	172000	97600	41600	809000	10500	193000	23000	210000
440333	2940000	543000	1340000	1070000	952000	422000	1860000	170000	45200	1510000	2090000	259000	272000	3140000	17700	11100	258000	1190000	1330000	511000	86000	140000	108000	91300	1840000	992000	121000	2290000	864000	12700	116000	1870000	764000	972000	3070000	531000	1990000	376000	35200	1020000	185000	885000	372000	1100000
453619	10400000	10000000	11200000	9940000	5760000	5360000	7060000	2450000	2940000	7850000	17900000	4880000	3940000	11900000	2870000	2780000	3970000	9930000	10400000	7830000	2340000	7770000	3310000	1710000	9120000	9110000	3320000	4460000	8610000	1870000	4210000	9040000	12700000	10200000	7880000	6600000	13200000	3650000	3030000	8430000	7090000	9070000	4860000	10900000
1014	13200000	2450000	6300000	5200000	3690000	4720000	1720000	433000	1220000	4240000	5100000	2550000	1170000	2060000	586000	691000	1370000	5000000	13600000	3450000	737000	2740000	593000	676000	1830000	2270000	2570000	2930000	5050000	399000	1770000	1880000	8430000	6890000	3940000	3730000	9850000	1670000	901000	7450000	2010000	5130000	2110000	945000
10911986	0	0	0	0	0	1680	0	1990	0	248000	0	1710	0	0	0	0	0	2100000	1980	1850	0	1120	0	0	0	0	0	0	2000	0	30900	0	0	0	0	1870	0	2090	1730	1910	0	0	0	1680
6917	979000	56000	618000	49200	146000	1060000	616000	257000	30200	3840000	701000	139000	38500	494000	17800	35400	92600	225000	118000	99900	48400	68500	110000	68800	599000	188000	121000	165000	381000	12800	168000	105000	405000	117000	1150000	121000	159000	66800	45300	1760000	11400	290000	54300	360000
176630	422000	521000	523000	434000	558000	171000	501000	257000	532000	569000	464000	502000	487000	481000	1050000	390000	512000	521000	314000	241000	476000	593000	403000	568000	454000	523000	588000	348000	490000	562000	411000	406000	564000	459000	223000	339000	501000	365000	487000	506000	307000	371000	562000	603000
213144	3.03e+08	2.16e+08	3.93e+08	1.14e+08	1.74e+08	7.47e+07	1.65e+08	5.71e+07	4.18e+07	1.84e+08	3.81e+07	3.86e+07	1.09e+08	1.06e+08	1.71e+07	8.69e+07	9.88e+07	1.95e+08	1.72e+08	7.23e+07	4.21e+07	9.06e+07	8.92e+07	4.52e+07	2.21e+08	9.51e+07	2.93e+07	2.22e+08	3.65e+07	1.31e+07	1.65e+08	6.89e+07	1.02e+08	1.57e+08	1.58e+08	1.00e+08	2.24e+08	1.11e+08	1.10e+08	1.44e+08	5.67e+07	1.25e+08	6.18e+07	6.07e+07
439881	1010000	2790000	772000	1770000	1390000	1430000	1070000	814000	1620000	920000	3820000	4710000	864000	1530000	1010000	715000	1240000	1100000	2550000	1710000	841000	1590000	1800000	1150000	1210000	3240000	4180000	1490000	2390000	1790000	1290000	3970000	2190000	1640000	1940000	589000	1710000	1470000	964000	1190000	4480000	2920000	1700000	915000
8143	14600000	27300000	14600000	14800000	15400000	16800000	15500000	18300000	16500000	15300000	13700000	16000000	16700000	14300000	16500000	17000000	16000000	14300000	15100000	15100000	16700000	15800000	15700000	19200000	15000000	15200000	17300000	14700000	14600000	17000000	15500000	16300000	13700000	14700000	14900000	15100000	14700000	15700000	17700000	14300000	14900000	14200000	15400000	15900000
11953821	3530000	1970000	5200000	1640000	2080000	1480000	505000	71900	198000	1290000	3760000	390000	1510000	5120000	133000	59600	469000	3420000	8440000	1550000	221000	1020000	32300	93900	1430000	5530000	336000	3220000	2150000	110000	114000	1200000	4500000	3300000	3990000	1310000	7610000	190000	133000	398000	4770000	970000	1190000	54300
14210	69600	3910	2220000	2840000	181000	128000	1640000	30500	51900	2050	2720000	194000	49500	254000	6390	5640	53500	99500	3470000	25900	9050	39700	115000	56400	6170	33200	20000	296000	106000	1330	11200	1670	823000	3850000	15200	9290	240000	3190	37600	5830	25200	1710000	48600	126000
151187	17700	306000	129000	221000	66200	518000	37600	160000	175000	112000	95200	225000	273000	153000	876000	44900	266000	127000	173000	82100	207000	131000	126000	210000	37700	94900	127000	486000	198000	102000	124000	405000	462000	164000	80300	38100	466000	133000	391000	328000	759000	373000	159000	88300
188824	26000000	26400000	34500000	5380000	17100000	4600000	18000000	2100000	2670000	11100000	3800000	2930000	8180000	9110000	3470000	5290000	12100000	5910000	14400000	4430000	2370000	5250000	3680000	1080000	17800000	11000000	2920000	41800000	2610000	10900000	11900000	15400000	8130000	7170000	11600000	15400000	17500000	4380000	13300000	11200000	10600000	15500000	7630000	2830000
10436	6840000	4650000	9620000	8140000	5480000	3410000	6500000	2770000	3110000	6380000	8890000	2820000	3010000	7010000	1670000	2560000	2090000	7080000	10500000	5650000	1450000	3400000	2520000	1330000	6060000	3950000	2300000	6440000	14300000	1340000	1560000	5220000	7550000	7560000	31400000	4230000	12000000	2810000	738000	4880000	2910000	5910000	1920000	3100000
7000	319000	288000	84800	214000	34500	69900	275000	62600	54600	125000	569000	43000	2810000	101000	181000	54700	107000	116000	494000	9400	15500	124000	124000	155000	158000	6690000	19900	182000	134000	462000	98900	130000	2650000	88900	93900	626000	279000	98100	96600	81700	39500	161000	455000	374000
29393	13800000	2670000	17600000	3320000	2950000	1730000	11000000	1020000	1350000	2930000	2520000	1990000	2710000	2400000	633000	8770000	2150000	3800000	4200000	9530000	964000	3340000	1330000	659000	4770000	2240000	746000	1640000	1510000	509000	5580000	2790000	3660000	3900000	1650000	2510000	3490000	3530000	808000	2920000	1800000	2140000	827000	1550000
5281740	3.62e+06	3.87e+06	7.38e+06	8.79e+06	3.27e+06	4.71e+06	9.86e+06	1.01e+07	5.35e+06	5.62e+06	2.22e+07	1.19e+07	2.60e+06	9.19e+06	2.38e+07	1.86e+06	2.12e+07	2.51e+07	1.38e+07	2.82e+06	1.77e+06	7.15e+06	1.85e+07	2.22e+06	2.08e+07	6.71e+06	4.84e+06	7.71e+06	1.22e+07	4.53e+07	5.31e+07	6.13e+06	5.09e+07	1.76e+08	8.24e+06	2.23e+07	1.55e+08	4.88e+07	3.70e+07	2.21e+08	3.39e+06	2.14e+08	2.16e+07	4.16e+07
519382	3450000	3020000	3080000	3510000	3520000	3310000	3190000	3080000	3860000	3050000	2840000	3310000	3140000	3450000	3830000	2980000	3170000	3450000	3390000	3100000	3160000	3270000	3510000	3310000	2980000	3300000	3230000	3480000	3080000	3040000	3470000	3210000	3540000	3040000	3140000	3340000	3330000	2970000	3020000	3190000	3370000	3320000	3800000	3570000
5326781	690000	1220000	2140000	1850000	990000	788000	464000	637000	1100000	1610000	4590000	1450000	2370000	69000	4090000	189000	542000	4250000	2250000	931000	711000	1060000	1680000	659000	16800000	234000	983000	2860000	3980000	3110000	468000	1150000	2320000	2320000	1220000	1110000	2470000	1310000	688000	2190000	53400	2050000	424000	1730000
75626	192000	242000	638000	723000	372000	585000	56800	2890000	880000	219000	291000	101000	407000	125000	1120000	872000	618000	63800	280000	343000	87100	505000	522000	595000	656000	99900	744000	225000	175000	322000	649000	681000	127000	344000	364000	763000	193000	1030000	322000	216000	149000	160000	30900	45900
8280	33800000	9280000	26300000	15600000	13100000	9110000	36300000	4250000	2650000	38600000	14900000	32100000	7970000	30600000	5690000	12500000	7930000	14900000	16500000	7370000	5690000	12100000	7540000	2600000	64300000	14500000	15000000	19000000	15000000	5160000	19200000	11400000	8070000	14400000	11100000	12500000	25500000	6190000	2110000	25900000	8950000	40100000	3480000	24100000
4650	2230000	1070000	774000	1790000	898000	1390000	242000	923000	1290000	359000	2920000	1350000	853000	1580000	1010000	1440000	712000	1280000	2240000	1010000	943000	1090000	1100000	752000	1690000	592000	1090000	1680000	1360000	838000	1740000	1350000	1900000	1640000	823000	1010000	1300000	985000	995000	564000	1370000	1110000	842000	2150000
46173720	19000	74500	239000	18300	18800	37100	6730	6860	2290	152000	567000	24600	9060	5000	9360	3270	26500	93600	83600	50400	3640	46200	11500	3140	193000	66400	16300	21200	15400	19500	14400	25900	43600	32700	61300	10500	38100	11500	13000	11900	12100	85300	36100	58400
3417835	4920000	3060000	10100000	1870000	3030000	2020000	2520000	1900000	1030000	5350000	1310000	522000	852000	4590000	634000	1770000	1930000	6170000	5990000	3270000	406000	2590000	1920000	115000	5870000	2960000	602000	6000000	6360000	478000	975000	3920000	7410000	4030000	12200000	4720000	5950000	2110000	306000	5160000	1880000	2470000	1490000	1160000
7463	3210000	6090000	23600000	8710000	2900000	6010000	6650000	922000	1130000	5950000	9970000	2120000	459000	34800000	1580000	6390000	32900	5740000	6350000	11800000	2020000	2470000	1670000	1390000	15300000	4080000	30300000	4680000	4660000	2550000	3600000	2780000	8700000	8700000	4590000	30400000	6160000	2630000	1130000	920000	2730000	7000000	117000	6500000
44146921	3040000	57200	3970	71300	119000	0	10400	0	1040	2430	7470000	0	0	40100	2360	988000	2450	29300	1850	0	0	0	1400	0	53900	1850	0	134000	702000	1740	279000	2930000	44100	9330	2220	5310	46800	0	1600	0	8790	0	2330	52900000
194140	132000	66900	222000	19100	6020	22200	120000	1440	14300	258000	203000	11700	44300	112000	1010	15800	37100	823000	51600	110000	3650	133000	2960	5010	106000	33000	2030	24200	47700	1880	9910	42800	43800	49100	23600	114000	104000	2920	22900	80600	927	37800	18000	103000
7991	251000	373000	355000	451000	271000	316000	366000	132000	369000	308000	393000	367000	226000	197000	296000	360000	277000	342000	287000	255000	346000	341000	352000	182000	365000	392000	368000	404000	174000	312000	348000	384000	382000	319000	325000	172000	350000	275000	314000	277000	199000	363000	386000	158000
4737	3280000	3330000	4680000	4450000	1930000	2220000	4270000	1240000	800000	2860000	5030000	2110000	1200000	3560000	598000	868000	1490000	2940000	6080000	2190000	818000	3440000	1470000	367000	4820000	2610000	1350000	1530000	2770000	288000	1170000	2240000	3590000	5910000	2010000	2000000	4900000	1030000	808000	3120000	1470000	2560000	1350000	2380000
119268	217000	239000	235000	232000	243000	187000	209000	135000	225000	239000	169000	216000	193000	156000	209000	253000	231000	233000	233000	198000	193000	266000	198000	171000	181000	205000	230000	56100	213000	140000	186000	235000	160000	220000	199000	179000	167000	205000	221000	173000	183000	223000	164000	208000
440593	156000	330000	253000	303000	318000	313000	326000	326000	217000	325000	317000	85300	329000	329000	196000	200000	269000	200000	272000	173000	272000	353000	252000	285000	302000	236000	171000	223000	253000	316000	327000	301000	309000	270000	370000	347000	307000	245000	213000	247000	66300	251000	306000	331000
4754	4900000	3730000	3910000	305000	52000	237000	930000	519000	17100	466000	2830000	79000	1960000	27900000	227000	9170000	15200	4170000	286000	147000	5740	230000	121000	1880000	3000000	3320000	44900	2360000	911000	1150000	3260000	189000	9240000	207000	222000	493000	112000	156000	65700	52600	4410000	778000	10800	1900000
95075	11500000	8290000	10900000	7780000	6010000	5740000	12200000	6290000	7140000	15100000	8080000	7650000	4610000	8870000	11300000	7870000	5640000	8890000	9390000	10000000	4180000	10400000	7110000	3900000	14100000	9250000	7300000	6630000	10900000	10600000	4640000	10600000	9880000	7400000	9190000	9490000	11700000	4980000	3600000	13200000	8610000	8960000	4920000	6660000
12460	2460000	2550000	2360000	2710000	2820000	2940000	2690000	3210000	3280000	2400000	2400000	2860000	3240000	2540000	3050000	3180000	2740000	2460000	2300000	2880000	3330000	2890000	2970000	3140000	2240000	2780000	3180000	2560000	2730000	3390000	2790000	2820000	2380000	2380000	2980000	2720000	2360000	2930000	3010000	2240000	2650000	2520000	2840000	2700000
4762	3050000	3110000	2710000	3280000	3380000	3610000	2900000	4180000	3580000	2830000	3940000	3210000	4580000	2910000	3960000	3840000	3330000	3130000	2980000	3400000	4240000	3410000	3520000	4070000	2820000	3860000	4210000	3260000	3310000	4390000	3580000	3510000	4990000	3060000	3710000	3310000	2900000	3900000	3810000	2560000	3400000	3810000	3120000	3390000
996	20800	145000	666000	876000	1390000	416000	197000	1130000	103000	645000	4630000	913000	213000	883000	823000	21200	1270000	2660000	1570000	913000	63900	194000	1200000	212000	1750000	1420000	163000	965000	2480000	1080000	3110000	416000	6610000	10800000	1480000	1700000	6540000	4060000	2410000	10200000	862000	5480000	3220000	3450000
66494	10300000	6190000	14600000	11900000	6810000	3040000	8460000	992000	5540000	3950000	5150000	382000	2950000	6440000	1750000	6220000	2760000	12400000	9290000	4700000	1780000	4960000	1980000	344000	5010000	6270000	3850000	15100000	7320000	1160000	454000	10400000	11900000	4510000	15500000	10300000	10500000	4970000	299000	4300000	4770000	4360000	4020000	1170000
6839	614000	873000	462000	816000	156000	993000	142000	113000	134000	1520000	3080000	595000	168000	482000	262000	43900	645000	2030000	1810000	510000	9550	556000	156000	23400	587000	570000	519000	511000	1230000	101000	56900	404000	1350000	1440000	470000	2080000	1230000	133000	93400	1140000	568000	1460000	572000	372000
998	17800000	53500000	42100000	50600000	21800000	29600000	40900000	18900000	10600000	41100000	22300000	31100000	20400000	28900000	14300000	7260000	22600000	30100000	69900000	17700000	14000000	18200000	15400000	9390000	61700000	17300000	21300000	24900000	22700000	9310000	15700000	34500000	22400000	64300000	24600000	28600000	29900000	23700000	11200000	31700000	15300000	49500000	11200000	40000000
31229	12300000	7530000	10500000	10600000	4350000	3520000	4910000	2430000	2620000	5480000	13000000	3360000	2780000	6900000	1190000	923000	2810000	8890000	16000000	6490000	1700000	4100000	2120000	322000	4400000	6080000	2620000	4690000	4900000	821000	2630000	7220000	15600000	7750000	5940000	6880000	10600000	3590000	2000000	5080000	4800000	8180000	3620000	3120000
4755	14500000	974000	2030000	4080000	882000	155000	2700000	185000	1240000	989000	10600000	87000	747000	8600000	1510000	23800000	658000	243000	1480000	3350000	596000	579000	276000	190000	6110000	569000	15300	1180000	2390000	185000	11000000	7550000	29400	7240000	267000	2660000	244000	1680000	10000000	386000	404000	894000	622000	8950000
6054	1660000	1220000	1530000	2530000	1660000	1830000	1210000	1430000	2620000	2430000	1400000	1220000	2890000	1910000	3380000	2080000	971000	1990000	1650000	1320000	3150000	1480000	1810000	3300000	1000000	815000	2080000	1370000	1200000	3750000	770000	2330000	1330000	2160000	1660000	1300000	2120000	2110000	2910000	1580000	2320000	1340000	2740000	2850000
997	1.84e+07	4.45e+07	2.05e+07	1.46e+07	4.81e+06	6.08e+06	7.46e+06	5.02e+06	1.42e+06	3.77e+06	1.06e+08	6.75e+06	2.63e+06	3.05e+06	5.33e+06	6.62e+06	1.64e+06	3.80e+06	5.79e+06	1.21e+07	7.52e+05	1.04e+07	3.39e+06	8.79e+06	9.26e+06	6.57e+06	1.98e+06	4.43e+06	5.16e+07	2.25e+06	5.23e+06	6.08e+06	5.10e+06	1.45e+07	2.16e+06	6.91e+06	5.30e+06	4.05e+06	1.03e+07	5.97e+06	2.63e+06	1.19e+07	1.88e+06	6.63e+06
3032604	284000	2920	6140	397000	3830	67900	60200	24200	39400	211000	1410000	1840	241000	44300	193000	29800	1850	570000	113000	355000	0	2410	40200	7000	253000	391000	0	205000	966000	501000	48300	0	541000	160000	294000	1930	3730	86500	17400	45600	40400	28000	1980	394000
72734288	591000	638000	354000	115000	110000	12700	175000	155000	97900	162000	169000	50000	32000	619000	22900	69800	32700	157000	148000	235000	7000	45800	68200	11000	686000	146000	15200	186000	244000	4880	1550000	251000	154000	641000	50700	2890000	1490000	315000	180000	521000	328000	771000	323000	1550000
587	4070000	46400	1380000	1760000	52800	60900	4590	5980	9880	49900	2030000	2330	3100	2130000	61800	1380000	4580	4130	207000	943000	4340	2060	1530	1260	245000	19000	1890	1280	976000	2260	490000	1210000	2110	10200	34800	41000	4670	38900	1450000	12000	177000	1020000	1550	1030000
1005	236000	647000	995000	562000	392000	35400	284000	386000	98500	832000	489000	413000	660000	188000	158000	461000	90300	663000	445000	587000	102000	649000	83500	412000	670000	622000	505000	58500	368000	23000	147000	851000	305000	923000	1060000	698000	90000	397000	459000	758000	66500	766000	752000	848000
25245427	0	1770	5210	0	0	0	1310	0	0	2410	4840	0	0	0	0	0	0	0	0	1570	0	1460	0	0	1750	1480	0	0	0	0	0	0	1410	9790	0	0	0	981000	0	0	0	1510	0	0
1017	726000	742000	667000	766000	732000	650000	627000	760000	854000	641000	766000	646000	759000	765000	850000	743000	754000	698000	716000	738000	690000	630000	775000	744000	655000	718000	751000	605000	760000	775000	628000	683000	684000	697000	752000	767000	716000	713000	785000	750000	614000	746000	756000	855000
442387	12100000	12600000	12300000	12300000	11800000	12000000	11700000	12300000	11500000	12700000	12100000	12100000	12200000	10400000	12200000	12400000	11800000	12000000	12000000	11700000	12100000	12200000	12200000	11800000	12200000	12400000	11900000	11900000	12400000	12400000	12400000	12100000	11800000	12600000	12300000	12600000	12100000	12300000	12200000	12200000	11600000	12100000	12100000	11900000
667639	384000	38500	308000	523000	137000	41400	147000	3480	69800	39200	586000	74200	78600	124000	2110	16200	21500	233000	506000	138000	67800	213000	0	4520	161000	87700	11200	49600	98500	0	22900	217000	204000	358000	19300	82100	451000	2800	14900	63000	92000	139000	42900	160000
5910	2270000	1260000	2070000	1920000	1430000	1300000	1710000	255000	180000	1080000	966000	125000	1700000	5630000	978000	210000	1120000	2170000	3780000	1030000	1040000	909000	699000	32900	1750000	519000	72800	994000	1630000	437000	715000	1080000	557000	2050000	1360000	1630000	790000	1630000	479000	101000	732000	294000	671000	1670000
385	1470000	1820000	1270000	1410000	1330000	1500000	1360000	1590000	1130000	1790000	1320000	2370000	1320000	1340000	1460000	2750000	1480000	1170000	1380000	2300000	1420000	1850000	1280000	1400000	1370000	1720000	2050000	1420000	1310000	1520000	1450000	1500000	1610000	1620000	4290000	1640000	1470000	1700000	1660000	1010000	2400000	1960000	1360000	1930000
16362	1850000	821000	1660000	1590000	243000	308000	1230000	3810	306000	1420000	2140000	270000	95300	59800	6360	67900	69600	1720000	2990000	301000	159000	1140000	7150	23300	932000	1770000	148000	229000	1230000	2260	129000	174000	1810000	1790000	811000	243000	2800000	4530	123000	1360000	1150000	1450000	223000	247000
849	11400000	7560000	39100000	11600000	9580000	13900000	28400000	8100000	5500000	12100000	5230000	5080000	6000000	11200000	3680000	19800000	6170000	29000000	5500000	7850000	6670000	22500000	9190000	4260000	8500000	6050000	4250000	9700000	5780000	1900000	12800000	6520000	10300000	9070000	2450000	20700000	30500000	15100000	8240000	6270000	6370000	22100000	4440000	10000000
8905	309000	187000	187000	545000	56000	16600	157000	11000	10600	28100	541000	92500	12700	37600	1890	2860	130000	69300	333000	14300	2110	83500	1180	1050	24900	46400	30800	33100	173000	2420	3860	37200	183000	94500	16900	104000	268000	97300	1590	19900	12100	13700	24800	43700
6465	302000	154000	432000	243000	251000	169000	184000	120000	136000	422000	382000	85600	254000	341000	209000	269000	180000	296000	248000	331000	51700	175000	149000	150000	319000	278000	271000	315000	320000	88400	182000	362000	48700	190000	142000	214000	255000	139000	205000	324000	285000	59000	242000	80800
4845	1.35e+08	1.45e+08	1.85e+08	1.90e+08	8.61e+07	8.44e+07	1.20e+08	4.16e+07	3.04e+07	1.44e+08	1.94e+08	7.27e+07	6.10e+07	1.32e+08	3.91e+07	2.97e+07	8.72e+07	1.59e+08	2.43e+08	8.98e+07	3.51e+07	1.12e+08	5.41e+07	2.63e+07	1.68e+08	1.15e+08	5.05e+07	7.38e+07	1.05e+08	2.88e+07	4.77e+07	9.76e+07	1.62e+08	2.01e+08	9.82e+07	7.49e+07	1.73e+08	4.57e+07	3.54e+07	1.69e+08	1.03e+08	1.31e+08	6.61e+07	9.83e+07
93017	1110000	42800	1280000	792000	393000	209000	993000	228000	42300	231000	401000	259000	173000	1550000	60700	60300	133000	330000	971000	494000	16800	262000	99000	43100	1010000	744000	15400	130000	106000	14500	69000	44400	445000	1120000	563000	231000	461000	99600	9780	529000	513000	464000	338000	53400
1021	58100000	10400000	84700000	13800000	11400000	6480000	45200000	3680000	5240000	12200000	11500000	7370000	9790000	13400000	2310000	29700000	8040000	18200000	19900000	34100000	3160000	12500000	5120000	2270000	21300000	9310000	2580000	6660000	6940000	1900000	20600000	10400000	18400000	18300000	6480000	9560000	16500000	13300000	3170000	13600000	7070000	8960000	3660000	6820000
24450	5470000	42300000	16200000	62900000	11800000	19000000	4020000	13200000	4280000	1600000	44200000	18400000	9550000	14000000	3680000	2120000	11200000	9850000	69300000	3640000	17800000	10300000	24200000	3120000	6050000	28200000	13900000	4380000	20300000	18900000	1380000	36900000	34000000	34900000	10700000	4570000	37100000	25700000	14000000	6070000	11300000	17400000	11300000	18200000
24507	1720000	11800000	4080000	25900000	7940000	6530000	1450000	2630000	1130000	64900	12100000	7690000	2080000	6710000	750000	198000	2460000	2320000	20800000	1630000	3670000	2840000	5770000	679000	2050000	3290000	3490000	1850000	6640000	1130000	343000	7340000	8930000	10300000	5260000	1220000	16500000	4260000	2070000	1480000	5530000	7730000	2750000	7950000
12565	8090000	7580000	7470000	7800000	7970000	7780000	7400000	8130000	7780000	7850000	7790000	7730000	8010000	7320000	8150000	7900000	7800000	7960000	7470000	7800000	8010000	7840000	8250000	8240000	7670000	7530000	7750000	7410000	8280000	7810000	8190000	7240000	7730000	7720000	7850000	7710000	7740000	7660000	7800000	7680000	8140000	7860000	8040000	7860000
439338	4260	1980	142000	111000	5540	10800	27000	0	2930	2300	9060	0	6480	1280	0	0	4700	18800	33400	52200	0	5320	11700	0	0	14800	0	2730	1780	0	1360	0	55700	569000	3440	4420	9820	0	12900	5830	0	4140	7570	1490
8955	193000	312000	718000	3160000	73700	286000	64800	133000	155000	74800	557000	191000	64700	90300	3800	15000	88400	252000	1120000	313000	8410	79600	847000	35600	139000	202000	19700	106000	231000	16800	7360	70700	150000	4940000	118000	78500	199000	137000	221000	186000	15100	149000	94100	282000
5281790	74700	200000	473000	78800	147000	66800	313000	10200	33100	153000	399000	81600	30600	275000	6110	8200	57100	320000	625000	22200	7250	138000	9070	3470	265000	82200	12400	74500	152000	1400	13300	84500	48600	94300	694000	141000	722000	44100	14300	31300	50700	147000	9630	160000
4915	1490	42100	128000	88400	15500	34000	42100	3230	19100	245000	120000	16600	1950	383000	1890	11600	1810	27900	46900	21300	8590	9340	26300	16300	163000	72200	6430	18500	263000	3040	23400	44000	164000	50200	11700	74800	84700	671000	13000	8310	264000	496000	1720	84800
194953	4270000	4750000	10100000	2330000	1810000	2310000	4060000	1940000	1160000	4630000	3510000	2430000	3300000	4350000	922000	1370000	4460000	7370000	4960000	686000	1050000	3130000	3190000	971000	5380000	2450000	2340000	4800000	2560000	1390000	2770000	3160000	5170000	3400000	1690000	3020000	4370000	2460000	914000	5340000	2320000	5110000	4600000	4100000
5994	11600	192000	837000	456000	79200	160000	91600	19200	7500	57200	479000	24900	12000	3390	25900	3720	227000	123000	767000	21200	63100	74700	104000	32800	38000	36200	122000	72100	61300	1580	38500	51100	581000	703000	83100	140000	305000	110000	77000	28100	1630	377000	173000	113000
14621415	700000	873000	1080000	558000	460000	494000	736000	94300	138000	916000	851000	285000	196000	565000	116000	87800	353000	707000	1450000	471000	71100	559000	110000	97900	880000	708000	60800	282000	494000	49100	173000	587000	748000	1440000	553000	386000	928000	130000	78900	923000	229000	738000	241000	496000
36733	245000	2130	17800	3760	25200	4710	3070	2370	13300	46900	645000	21400	2460	216000	0	7260	0	10300	2920	6090	1780	78500	0	0	9310	124000	1480	38300	89400	0	29900	3020	4310	7350	23100	4070	9600	0	157000	37200	0	26900	2500	69400
1030	0	68500	88900	0	5000	33100	87200	349000	24000	0	11900	8210	11900	4730	7700	22500	12200	4420	0	10100	151000	200000	31200	76400	759000	0	0	8650	0	60700	11200	86600	10800	7360	18600	72800	85100	39000	200000	0	7230	5030	8540	18000
1032	1150000	2010000	2510000	1490000	710000	645000	1580000	59200	93400	2180000	2380000	663000	533000	2990000	246000	158000	464000	2000000	2350000	643000	330000	1590000	65200	180000	554000	3260000	157000	1690000	1920000	927000	671000	1750000	823000	3460000	764000	333000	3240000	227000	35600	790000	1790000	2000000	666000	1350000
4940	0	0	0	0	0	0	0	252000	0	0	0	0	0	67800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4960	0	0	0	0	1700	0	0	0	0	0	2320	0	0	0	0
4943	2170000	3200000	2300000	3260000	262000	872000	2130000	179000	1690000	1830000	1460000	150000	2350000	4440000	22100	230000	38200	435000	1300000	105000	937000	675000	33300	14200	5290000	1520000	164000	6920000	208000	12600	1130000	3250000	385000	1540000	235000	3400000	1180000	155000	57100	93500	730000	237000	116000	1360000
5270647	2630000	1510000	4390000	2690000	1250000	1100000	2740000	157000	1380000	1430000	4590000	793000	1040000	2950000	44100	290000	188000	2810000	4680000	610000	1130000	1250000	21500	122000	2200000	1300000	433000	1450000	1920000	9880	867000	2510000	2350000	1180000	1310000	1390000	3210000	287000	232000	673000	2170000	1250000	921000	1440000
10110	12300	3410	6900	9220	8580	12700	9910	8910	3800	8280	483000	3970	10300	8510	9730	15500	7110	7620	8890	8540	17500	3660	13100	9160	11800	10000	17500	3420	170000	9590	6000	730000	7500	17000	5530	15600	13400	5330	21300	7570	17500	11500	7280	15800
62020	283000	782000	207000	567000	47200	199000	104000	53100	59800	39800	1230000	291000	58500	13900	2590	16200	24600	151000	590000	35400	72500	69100	3350	12900	19300	117000	69300	7290	289000	1830	13900	340000	348000	285000	544000	76500	731000	13400	16800	9510	23600	88200	47500	20300
91751	8260	170000	62700	10900	34100	2590	42600	2360	4120	11000000	158000	1040000	6180	86300	8950	60700	42100	456000	56700	103000	4550	13800	10600	4900	99700	13100	43300	23000	85700	24100	26500	133000	35800	201000	3300	34800	5980	24100	60400	1180000	204000	55300	2250	41900
29697	8410	19700	13600	31300	43800	25900	16500	13300	9080	15800	31700	32300	19600	37600	21500	2750	20300	17500	53500	38400	39000	9930	15000	21500	19200	16700	37900	40600	16500	87500	10900	20400	23000	14900	10600	23300	39300	27800	21400	8950	15200	2980000	36300	4580
4970	2070000	375000	985000	935000	461000	1800000	216000	27000	211000	2260000	6040000	346000	57900	173000	19000	169000	62700	3970000	3160000	1170000	136000	258000	6690	12300	127000	762000	64800	166000	2650000	1670	208000	190000	4390000	1490000	705000	2860000	1520000	18500	93900	687000	579000	859000	368000	613000
121893	236000	615000	149000	243000	159000	1330000	167000	147000	159000	473000	133000	606000	668000	528000	85800	278000	246000	296000	156000	72300	132000	91100	124000	97800	376000	622000	166000	151000	237000	107000	64100	430000	74500	242000	174000	106000	482000	435000	166000	208000	375000	639000	253000	28200
11096	83100	1830	1890	3880	2230	8880	58200	1900	2620	88500	18200	0	2470	2910	114000	9720	1860	5140	4440	1930	1970	2740	2030	3000	24600	2650	2220	2660	3200	369000	202000	3150	59400	49600	20000	1120000	479000	431000	3050	565000	18000	4340	77000	178000
65086	27300000	38500000	50000000	45200000	21500000	25500000	33000000	12100000	11100000	35300000	44600000	23300000	17100000	25700000	9530000	6140000	22500000	33800000	56100000	27800000	9230000	36400000	15100000	8910000	32500000	29400000	13300000	14500000	27300000	6940000	9510000	24800000	42000000	59600000	27600000	19900000	48400000	11300000	11500000	33800000	15500000	31600000	18300000	23500000
73000	193000	770000	575000	297000	933000	770000	976000	152000	38900	806000	998000	1630000	67800	465000	99400	56100	117000	215000	1010000	890000	153000	675000	268000	48000	573000	839000	254000	36700	307000	141000	215000	91500	454000	983000	255000	933000	1800000	69200	102000	2150000	40300	1450000	133000	676000
1045	77600	1040000	213000	55600	280000	48700	1100000	1570000	401000	162000	32000	321000	198000	325000	1500000	109000	675000	139000	179000	64400	22700	37000	45100	38100	633000	391000	1200000	155000	75300	347000	126000	969000	7680	200000	95500	298000	204000	1430000	387000	12600	209000	104000	71500	138000
