b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
979	11600000	16600000	22700000	25900000	9460000	10200000	12700000	4080000	2760000	12100000	15000000	6560000	4930000	7640000	3540000	1540000	5900000	20000000	38700000	9160000	3950000	8480000	6170000	2180000	12700000	9010000	4080000	8090000	6890000	2440000	3910000	6450000	18500000	27500000	10800000	7710000	19900000	5280000	2720000	12300000	5650000	10800000	4820000	5320000
1615	23600000	25000000	22200000	23900000	24900000	27100000	24900000	29600000	28300000	18300000	21600000	27200000	27700000	25700000	27400000	29300000	26900000	22300000	21900000	26700000	29600000	26800000	26800000	28500000	22900000	26700000	28300000	25000000	25000000	29100000	26700000	23400000	21900000	21800000	26200000	26700000	22700000	29400000	28500000	23300000	24700000	23600000	27800000	26200000
19069	773000	880000	800000	846000	555000	683000	753000	408000	185000	939000	352000	533000	471000	516000	341000	105000	593000	800000	988000	661000	280000	713000	419000	120000	684000	579000	411000	478000	449000	156000	410000	511000	798000	1050000	671000	657000	919000	446000	339000	1050000	450000	746000	456000	458000
440297	261000	77100	49800	14600	13400	2440	3640	8260	2320	282000	7940	2080	1650	30000	825	89400	7230	14100	18400	1970	0	17700	6180	1790	167000	74000	0	0	11400	2380	37500	2270	0	6090	1620	1310	2770	2310	1840	93000	4310	2450	0	5270
162933	188000	2500	23300	6880	3040	2620	241000	146000	355000	44700	203000	2830	4020	6850	16600	105000	0	3610	7130	23500	2260	3030	73200	2000	16400	132000	115000	29300	3220	1870	3410	3720	3840	756000	5930	3920	17000	333000	1730	4180	2340	551000	2890	352000
439472	166000	185000	186000	178000	118000	157000	151000	167000	166000	183000	90800	155000	180000	148000	81700	182000	170000	81500	79600	124000	133000	140000	145000	151000	165000	115000	116000	116000	131000	112000	170000	160000	146000	123000	181000	151000	29800	134000	167000	94400	169000	149000	138000	203000
64956	7.27e+07	7.00e+07	1.90e+08	1.73e+08	2.03e+08	7.94e+08	3.28e+07	4.50e+08	2.03e+07	1.27e+08	1.23e+08	2.50e+07	3.13e+07	2.33e+07	6.92e+06	5.47e+07	1.65e+07	1.97e+08	2.45e+08	2.79e+08	3.79e+08	2.89e+07	5.72e+08	5.52e+07	1.37e+08	2.34e+07	2.50e+07	3.68e+07	8.90e+07	3.97e+07	5.50e+07	9.76e+07	2.09e+08	1.54e+08	2.25e+08	6.06e+08	4.25e+07	4.78e+08	1.40e+07	1.21e+08	1.44e+07	6.26e+07	8.41e+07	2.68e+07
5281559	1870000	1850000	1630000	1770000	2010000	1810000	1820000	1880000	1920000	1760000	1800000	1780000	1860000	1740000	2000000	1910000	1860000	1760000	1720000	1780000	1840000	1840000	1830000	1860000	1810000	1770000	1820000	1900000	1800000	1830000	1950000	1950000	1880000	1790000	1880000	1680000	1780000	1870000	1870000	1760000	1830000	1790000	2110000	1880000
13566	790000	373000	779000	1080000	559000	717000	168000	4750	14800	1030000	1050000	375000	80400	494000	10400	64400	129000	822000	2430000	332000	79800	496000	29800	72200	512000	827000	402000	723000	728000	2280	258000	80700	1440000	1440000	520000	430000	1900000	153000	29800	1130000	833000	685000	275000	124000
439351	13600000	25300000	35300000	37200000	12000000	9310000	16400000	4740000	4630000	15800000	14600000	12700000	6050000	14000000	3300000	2440000	12100000	27300000	37900000	11600000	3690000	12300000	5990000	3430000	19300000	11800000	8290000	6060000	5590000	2480000	3990000	16800000	25900000	31300000	13100000	7420000	22100000	4890000	4690000	19300000	7930000	21200000	5110000	6510000
439774	4860000	7780000	11300000	12300000	3680000	2570000	4740000	1500000	1460000	4470000	5240000	3720000	1610000	4290000	1120000	685000	3630000	8760000	12300000	3130000	1270000	3310000	2120000	1180000	5590000	3270000	2360000	1750000	1760000	718000	1150000	5250000	9020000	10200000	3790000	2050000	7060000	1550000	1490000	5840000	2260000	6810000	1580000	2310000
